416
0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1,-4,0,0,0,0,0,1,0,-3,0,0,1,0,
1,-3,0,0,0,0,0,1,0,0,1,-2,0,0,
1,-2,0,0,0,0,0,1,0,-1,0,0,1,0,
1,-1,0,0,0,0,0,1,0,0,1,0,0,1,
1,0,0,0,0,0,0,1,0,1,0,1,0,0,
1,1,0,0,0,0,0,1,0,0,0,0,0,2,
1,2,0,0,0,0,0,1,0,3,0,1,0,0,
1,3,0,0,0,0,0,1,0,0,4,0,0,0,
1,4,0,0,0,0,0,1,0,0,0,5,0,0,
1,5,0,0,0,0,0,1,0,0,0,1,6,0,
1,6,0,0,0,0,0,1,0,1,1,7,0,1,
1,7,0,0,0,0,0,1,0,8,1,0,0,0,
1,8,0,0,0,0,0,1,0,9,0,0,1,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,1,0,0,0,0,0,2,0,1,0,1,0,2,
2,2,0,0,0,0,0,2,0,1,0,0,1,1,
2,3,0,0,0,0,0,2,0,0,1,2,0,1,
2,4,0,0,0,0,0,2,0,3,0,0,0,2,
2,5,0,0,0,0,0,2,0,1,2,4,0,2,
2,6,0,0,0,0,0,2,0,5,0,1,1,0,
2,7,0,0,0,0,0,2,0,0,0,6,1,0,
2,8,0,0,0,0,0,2,0,7,0,0,2,2,
2,9,0,0,0,0,0,2,0,1,8,1,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,6,0,0,0,15,0,9,0,7,8,4,6,0,
1,7,0,0,0,15,0,9,0,7,0,7,8,6,
1,0,0,0,0,15,0,9,0,0,1,6,3,1,
1,7,0,0,0,15,0,9,0,9,8,5,5,7,
1,5,0,0,0,15,0,9,0,4,3,6,1,7,
1,0,0,0,0,15,0,9,0,0,8,0,1,1,
1,2,0,0,0,15,0,9,0,3,3,7,1,7,
1,4,0,0,0,15,0,9,0,0,2,3,8,5,
1,8,0,0,0,15,0,9,0,3,5,9,1,5,
1,8,0,0,0,15,0,9,0,2,7,3,9,0,
1,0,0,0,0,15,0,9,0,9,1,1,1,0,
1,8,0,0,0,15,0,9,0,9,1,1,8,4,
1,8,0,0,0,15,0,9,0,2,9,9,8,8,
1,3,0,0,0,15,0,9,0,0,8,6,1,4,
1,6,0,0,0,15,0,9,0,7,5,4,5,8,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,1,0,0,0,15,0,9,0,0,0,6,6,4,
2,4,0,0,0,15,0,9,0,6,3,6,1,1,
2,8,0,0,0,15,0,9,0,0,8,9,7,1,
2,7,0,0,0,15,0,9,0,6,0,5,0,8,
2,9,0,0,0,15,0,9,0,6,0,8,4,3,
2,6,0,0,0,15,0,9,0,4,5,9,4,1,
2,1,0,0,0,15,0,9,0,0,2,5,1,3,
2,8,0,0,0,15,0,9,0,1,5,3,7,4,
2,8,0,0,0,15,0,9,0,0,7,5,1,1,
2,6,0,0,0,15,0,9,0,3,0,5,6,2,
2,7,0,0,0,15,0,9,0,2,0,5,4,6,
2,7,0,0,0,15,0,9,0,7,4,9,6,6,
2,4,0,0,0,15,0,9,0,2,3,5,8,0,
2,6,0,0,0,15,0,9,0,8,5,8,2,7,
2,2,0,0,0,15,0,9,0,1,6,5,5,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,2,0,0,0,0,0,
3,0,0,0,0,0,0,1,0,0,1,0,0,0,
3,0,0,1,0,0,0,2,0,1,0,1,1,0,
3,1,0,0,0,0,0,2,0,0,0,1,0,1,
3,1,0,1,0,0,0,4,0,2,4,1,2,3,
3,2,0,2,0,10,0,9,0,6,1,9,4,4,
3,0,0,0,0,10,0,9,0,0,6,0,6,5,
3,0,0,2,0,10,0,9,0,2,4,3,6,0,
3,0,0,0,0,10,0,9,0,0,0,1,4,2,
3,0,0,3,0,10,0,9,0,3,4,4,0,4,
3,2,0,2,0,10,0,9,0,8,0,4,4,8,
3,2,0,0,0,10,0,9,0,5,2,9,6,1,
3,0,0,2,0,10,0,9,0,6,4,2,0,6,
3,3,0,1,0,10,0,9,0,6,4,0,8,4,
3,0,0,2,0,10,0,9,0,1,8,6,2,7,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,1,0,2,0,0,0,9,0,0,1,5,6,3,
3,3,0,3,0,0,0,9,0,8,6,0,2,4,
3,1,0,3,0,0,0,9,0,3,0,4,3,4,
3,4,0,2,0,0,0,9,0,6,2,7,1,4,
3,2,0,3,0,0,0,9,0,0,5,1,4,6,
3,5,0,1,0,0,0,9,0,4,1,1,6,2,
0,0,0,0,0,0,0,0,3,0,0,0,0,0,
2,0,0,0,0,0,-1,1,0,0,0,1,-1,0,
4,1,0,0,0,0,-1,1,0,0,-1,-1,1,0,
4,-1,0,0,0,0,-1,1,0,-1,-1,0,1,1,
2,-1,0,0,0,0,-3,3,0,0,3,0,2,-2,
1,-1,0,0,0,0,-3,3,0,1,3,1,0,0,
4,2,0,0,0,0,0,0,0,0,0,-2,0,0,
3,3,0,-2,0,0,0,0,0,1,0,0,0,0,
4,3,0,0,0,0,0,0,0,0,0,-3,0,0,
3,2,0,-3,0,0,0,0,0,-1,0,0,0,0,
2,-8,0,0,0,0,-9,9,0,-9,-1,6,-9,6,
2,-7,0,0,0,0,-9,9,0,-4,-2,2,-3,-8,
2,-6,0,0,0,0,-9,9,0,0,-7,7,6,-4,
2,-5,0,0,0,0,-9,9,0,-6,4,-7,6,8,
2,-4,0,0,0,0,-9,9,0,2,8,0,4,-5,
2,-3,0,0,0,0,-9,9,0,0,-4,2,-5,0,
2,-2,0,0,0,0,-9,9,0,4,-5,0,6,-3,
2,-1,0,0,0,0,-9,9,0,-5,-2,-7,6,-7,
2,0,0,0,0,0,-9,9,0,-8,-3,-1,6,0,
2,1,0,0,0,0,-9,9,0,-2,0,5,-5,2,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,-9,0,0,0,0,-9,9,0,-5,5,-6,-8,3,
1,-8,0,0,0,0,-9,9,0,-7,6,0,-2,0,
1,-7,0,0,0,0,-9,9,0,6,9,0,-6,-2,
1,-6,0,0,0,0,-9,9,0,3,-8,-5,-8,0,
1,-5,0,0,0,0,-9,9,0,-2,4,-4,2,1,
1,-4,0,0,0,0,-9,9,0,-4,8,-8,-4,-3,
1,-3,0,0,0,0,-9,9,0,-4,-7,-1,-2,3,
1,-2,0,0,0,0,-9,9,0,-2,-5,-1,5,-2,
1,-1,0,0,0,0,-9,9,0,3,8,0,0,-1,
1,0,0,0,0,0,-9,9,0,-9,-6,1,8,-1,
1,1,0,0,0,0,-9,9,0,-4,2,-5,-8,6,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,0,0,0,0,20,-9,9,0,-1,2,-1,7,5,
2,-1,0,0,0,20,-9,9,0,-2,3,-2,1,-5,
2,5,0,0,0,20,-9,9,0,5,4,8,-5,-3,
2,5,0,0,0,20,-9,9,0,4,3,-1,8,6,
2,-5,0,0,0,20,-9,9,0,5,-6,-6,7,6,
2,0,0,0,0,20,-9,9,0,9,0,0,-1,7,
2,0,0,0,0,20,-9,9,0,1,-6,-6,2,-1,
2,3,0,0,0,20,-9,9,0,2,2,4,-1,6,
2,4,0,0,0,20,-9,9,0,5,-7,-3,3,0,
2,5,0,0,0,20,-9,9,0,4,4,-7,-5,-6,
2,-3,0,0,0,20,-9,9,0,3,0,-4,0,-5,
2,3,0,0,0,20,-9,9,0,2,-6,-6,-5,-8,
2,3,0,0,0,20,-9,9,0,2,-3,1,-6,8,
2,-5,0,0,0,20,-9,9,0,-6,6,1,-4,5,
2,-6,0,0,0,20,-9,9,0,-7,-6,9,-3,-9,
2,0,0,0,0,20,-9,9,0,6,-1,2,5,9,
2,8,0,0,0,20,-9,9,0,0,-9,0,-4,7,
2,-2,0,0,0,20,-9,9,0,-3,-6,0,-7,7,
2,2,0,0,0,20,-9,9,0,1,-5,6,1,4,
2,-4,0,0,0,20,-9,9,0,1,1,-5,0,3,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,4,0,0,0,20,-9,9,0,4,-9,7,5,9,
1,-4,0,0,0,20,-9,9,0,-3,1,1,1,8,
1,0,0,0,0,20,-9,9,0,1,8,-9,-1,-7,
1,3,0,0,0,20,-9,9,0,4,1,0,-1,6,
1,6,0,0,0,20,-9,9,0,-5,2,0,7,2,
1,7,0,0,0,20,-9,9,0,8,0,2,0,-2,
1,0,0,0,0,20,-9,9,0,-8,-5,0,2,1,
1,-7,0,0,0,20,-9,9,0,-7,-6,-5,4,-6,
1,-6,0,0,0,20,-9,9,0,-5,3,-8,3,2,
1,-4,0,0,0,20,-9,9,0,-4,9,0,-3,3,
1,5,0,0,0,20,-9,9,0,0,-3,0,-2,6,
1,-4,0,0,0,20,-9,9,0,-7,-3,0,6,6,
1,5,0,0,0,20,-9,9,0,7,6,-4,-6,6,
1,-5,0,0,0,20,-9,9,0,1,-4,2,-2,-1,
1,7,0,0,0,20,-9,9,0,-5,4,8,6,8,
1,-3,0,0,0,20,-9,9,0,-2,-8,-6,3,-6,
1,-5,0,0,0,20,-9,9,0,-4,-2,1,-6,-8,
1,-4,0,0,0,20,-9,9,0,8,-3,4,-1,4,
1,1,0,0,0,20,-9,9,0,2,-8,6,0,8,
1,0,0,0,0,20,-9,9,0,9,7,6,1,5,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,4,0,0,0,0,0,
1,9,0,0,0,0,8,10,0,8,10,8,9,8,
2,10,0,0,0,0,8,10,0,9,10,9,8,8,
1,6,0,0,0,20,0,20,0,17,0,7,0,17,
1,16,0,0,0,20,0,20,0,6,17,8,6,0,
1,11,0,0,0,20,0,20,0,12,16,13,3,6,
1,10,0,0,0,20,0,20,0,18,0,1,11,20,
1,17,0,0,0,20,0,20,0,10,18,14,18,20,
1,5,0,0,0,20,0,20,0,5,0,8,6,9,
1,14,0,0,0,20,0,20,0,15,15,16,2,1,
1,14,0,0,0,20,0,20,0,3,17,15,20,0,
1,7,0,0,0,20,0,20,0,8,7,6,6,3,
1,10,0,0,0,20,0,20,0,3,11,18,3,13,
1,1,0,0,0,20,0,20,0,2,8,18,6,1,
1,0,0,0,0,20,0,20,0,15,2,14,1,1,
1,10,0,0,0,20,0,20,0,3,11,12,11,5,
1,15,0,0,0,20,0,20,0,2,16,3,15,18,
1,18,0,0,0,20,0,20,0,1,19,4,0,0,
1,2,0,0,0,20,0,20,0,8,18,0,3,18,
1,10,0,0,0,20,0,20,0,3,12,1,12,11,
1,8,0,0,0,20,0,20,0,9,17,1,9,20,
1,0,0,0,0,20,0,20,0,6,11,1,0,0,
1,6,0,0,0,20,0,20,0,5,5,0,9,7,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,2,0,0,0,20,0,20,0,1,14,15,18,1,
2,16,0,0,0,20,0,20,0,10,12,15,6,16,
2,6,0,0,0,20,0,20,0,6,13,5,5,15,
2,10,0,0,0,20,0,20,0,0,9,0,16,13,
2,2,0,0,0,20,0,20,0,1,14,10,13,14,
2,12,0,0,0,20,0,20,0,14,11,15,12,5,
2,5,0,0,0,20,0,20,0,14,15,11,4,7,
2,13,0,0,0,20,0,20,0,12,7,15,5,6,
